Product Category,Client,Year,Month,Gross Profit,GSV
Laundry Wash,Edeka,2022,December,10030.28496,81696.3244
Cleaning,Edeka,2020,January,276280.4254,347681.3869
Cleaning,Edeka,2021,January,30675.59295,66079.14153
Cleaning,Edeka,2022,January,31304.37064,53516.78394
Cleaning,Edeka,2023,January,36407.58929,94632.20032
Cleaning,Edeka,2020,February,25766.02865,75638.51586
Cleaning,Edeka,2021,February,37246.84227,59645.46066
Cleaning,Edeka,2022,February,23459.23528,52985.49563
Cleaning,Edeka,2023,February,3705.178717,75511.31451
Cleaning,Edeka,2020,March,31460.48537,113360.5688
Cleaning,Edeka,2021,March,48750.7529,85422.74436
Cleaning,Edeka,2022,March,22225.55289,53435.92523
Cleaning,Edeka,2023,March,18084.423,68132.01076
Cleaning,Edeka,2020,April,49183.07926,130373.7962
Cleaning,Edeka,2021,April,28459.49194,64117.09894
Cleaning,Edeka,2022,April,24948.84917,73115.21345
Cleaning,Edeka,2023,April,45607.99037,71772.70404
Cleaning,Edeka,2020,May,26094.10352,59542.13552
Cleaning,Edeka,2021,May,35256.61502,82929.2324
Cleaning,Edeka,2022,May,24347.37237,68102.60982
Cleaning,Edeka,2023,May,14413.96539,42518.304
Cleaning,Edeka,2020,June,52407.11557,87452.14682
Cleaning,Edeka,2021,June,63559.22697,94269.94279
Cleaning,Edeka,2022,June,21936.97044,70073.63688
Cleaning,Edeka,2020,July,73849.05485,108390.0979
Cleaning,Edeka,2021,July,27985.75487,49465.81256
Cleaning,Edeka,2022,July,2092.495752,34668.1235
Cleaning,Edeka,2020,August,31683.93216,66513.50171
Cleaning,Edeka,2021,August,27234.68134,56804.80871
Cleaning,Edeka,2022,August,11708.4094,50204.4192
Cleaning,Edeka,2020,September,79993.87546,132661.7328
Cleaning,Edeka,2021,September,30465.27466,71612.49493
Cleaning,Edeka,2022,September,29710.9731,92884.8029
Cleaning,Edeka,2020,October,4875.194786,39807.91681
Cleaning,Edeka,2021,October,15210.45208,39965.33848
Cleaning,Edeka,2022,October,8787.309132,81584.31571
Cleaning,Edeka,2020,November,48448.52767,83719.27732
Cleaning,Edeka,2021,November,20961.26091,53131.20027
Cleaning,Edeka,2022,November,6111.433342,74572.13022
Cleaning,Edeka,2020,December,44251.78286,76252.16157
Cleaning,Edeka,2021,December,18710.57564,49820.42949
Cleaning,Edeka,2022,December,24318.77247,78993.28934
Laundry Refreshment,Edeka,2020,January,19301.27475,83572.26514
Laundry Refreshment,Edeka,2021,January,1084.37775,3654.597006
Laundry Refreshment,Edeka,2022,January,6947.375235,11201.6824
Laundry Refreshment,Edeka,2023,January,1156.040595,1156.040595
Laundry Refreshment,Edeka,2020,February,-6838.64877,7202.178846
Laundry Refreshment,Edeka,2021,February,-2872.87082,-891.0414638
Laundry Refreshment,Edeka,2022,February,-3136.298951,1121.983333
Laundry Refreshment,Edeka,2023,February,-706.459444,-706.459444
Laundry Refreshment,Edeka,2020,March,32144.6556,62448.14112
Laundry Refreshment,Edeka,2021,March,57671.68263,107778.7198
Laundry Refreshment,Edeka,2022,March,3533.704236,7417.981774
Laundry Refreshment,Edeka,2023,March,1354.761683,1354.761683
Laundry Refreshment,Edeka,2020,April,3554.936258,60502.22909
Laundry Refreshment,Edeka,2021,April,-53200.69617,-51327.10807
Laundry Refreshment,Edeka,2022,April,10887.7476,34599.11779
Laundry Refreshment,Edeka,2023,April,94828.33254,126248.5298
Laundry Refreshment,Edeka,2020,May,-8349.017232,5785.970772
Laundry Refreshment,Edeka,2021,May,2509.654218,8552.240027
Laundry Refreshment,Edeka,2022,May,8016.377651,20800.50474
Laundry Refreshment,Edeka,2023,May,23863.23786,74978.92283
Laundry Refreshment,Edeka,2020,June,11671.66523,23587.40062
Laundry Refreshment,Edeka,2021,June,-47143.23218,-17616.92065
Laundry Refreshment,Edeka,2022,June,4171.872748,4368.857694
Laundry Refreshment,Edeka,2020,July,-11019.88613,-3433.284697
Laundry Refreshment,Edeka,2021,July,-3242.880488,-2293.780868
Laundry Refreshment,Edeka,2022,July,-2011.809791,-1908.792976
Laundry Refreshment,Edeka,2020,August,2097.054961,6015.623169
Laundry Refreshment,Edeka,2021,August,-61.05440598,4287.118284
Laundry Refreshment,Edeka,2022,August,-3482.706823,-3177.448616
Laundry Refreshment,Edeka,2020,September,35046.24811,41224.27804
Laundry Refreshment,Edeka,2021,September,494.7358009,1189.551073
Laundry Refreshment,Edeka,2022,September,-1173.06018,-946.029347
Laundry Refreshment,Edeka,2020,October,1089.759544,12653.42977
Laundry Refreshment,Edeka,2021,October,1219.364731,7549.679747
Laundry Refreshment,Edeka,2022,October,-2642.597465,-2642.597465
Laundry Refreshment,Edeka,2020,November,19487.05136,104564.2694
Laundry Refreshment,Edeka,2021,November,8437.749859,17449.75676
Laundry Refreshment,Edeka,2022,November,1368.859816,4445.551903
Laundry Refreshment,Edeka,2020,December,12745.84557,22219.54287
Laundry Refreshment,Edeka,2021,December,6332.27697,13893.97893
Laundry Refreshment,Edeka,2022,December,-436.7037939,-436.7037939
Laundry Wash,famila,2020,January,6616.645011,28590.00374
Laundry Wash,famila,2021,January,2197.097502,41471.94139
Laundry Wash,famila,2022,January,5080.761858,51442.95262
Laundry Wash,famila,2023,January,1627.576247,32710.78404
Laundry Wash,famila,2020,February,9924.640667,35065.82036
Laundry Wash,famila,2021,February,155.3288596,52365.55017
Laundry Wash,famila,2022,February,9711.515091,49854.0115
Laundry Wash,famila,2023,February,-382.9440172,1461.913966
Laundry Wash,famila,2020,March,9718.932446,41794.39017
Laundry Wash,famila,2021,March,4959.067215,68117.56966
Laundry Wash,famila,2022,March,47.51364846,63286.59224
Laundry Wash,famila,2023,March,16641.95797,35041.54017
Laundry Wash,famila,2020,April,1311.391775,36657.81657
Laundry Wash,famila,2021,April,22040.35152,61037.26876
Laundry Wash,famila,2022,April,-74992.58273,-54544.11462
Laundry Wash,famila,2023,April,-37293.81589,1355.330811
Laundry Wash,famila,2020,May,15340.70593,53197.20274
Laundry Wash,famila,2021,May,12073.50926,45018.6681
Laundry Wash,famila,2022,May,-8193.790208,6030.09963
Laundry Wash,famila,2023,May,42602.35837,69599.50042
Laundry Wash,famila,2020,June,9234.663057,35242.48556
Laundry Wash,famila,2021,June,32167.37259,84505.39514
Laundry Wash,famila,2022,June,6476.943184,42884.57044
Laundry Wash,famila,2020,July,13851.41495,37652.16758
Laundry Wash,famila,2021,July,9143.552077,47269.12721
Laundry Wash,famila,2022,July,8644.305408,48527.76184
Laundry Wash,famila,2020,August,19133.06905,72974.90929
Laundry Wash,famila,2021,August,17432.16679,51330.92361
Laundry Wash,famila,2022,August,5067.732112,23126.92849
Laundry Wash,famila,2020,September,8093.410772,54285.52179
Laundry Wash,famila,2021,September,7521.26051,24193.76504
Laundry Wash,famila,2022,September,-11276.05798,10472.06443
Laundry Wash,famila,2020,October,31650.56379,100070.8678
Laundry Wash,famila,2021,October,21046.20303,50898.29645
Laundry Wash,famila,2022,October,-13530.84996,20725.01912
Laundry Wash,famila,2020,November,8725.429372,63975.75711
Laundry Wash,famila,2021,November,-34285.92457,6376.65827
Laundry Wash,famila,2022,November,14413.69494,43873.0927
Laundry Wash,famila,2020,December,11169.74118,33508.54857
Laundry Wash,famila,2021,December,11988.25969,26462.54195
Laundry Wash,famila,2022,December,10664.40192,26752.15566
Cleaning,famila,2020,January,3164.808226,25580.14876
Cleaning,famila,2021,January,9187.341305,33547.58181
Cleaning,famila,2022,January,839.4700999,9707.701915
Cleaning,famila,2023,January,4382.799729,51610.49251
Cleaning,famila,2020,February,-377.7092994,93962.64833
Cleaning,famila,2021,February,-1994.5497,20083.53823
Cleaning,famila,2022,February,14205.81322,33566.34126
Cleaning,famila,2023,February,4384.698638,50672.88564
Cleaning,famila,2020,March,6170.194142,28278.72313
Cleaning,famila,2021,March,7961.168934,47320.21785
Cleaning,famila,2022,March,-3961.917599,17274.13096
Cleaning,famila,2023,March,2663.771037,33225.89954
Cleaning,famila,2020,April,7205.407549,29625.7255
Cleaning,famila,2021,April,9561.382608,23004.75859
Cleaning,famila,2022,April,-9787.235348,8943.524389
Cleaning,famila,2023,April,54150.82513,186336.7106
Cleaning,famila,2020,May,-5903.301343,28046.58725
Cleaning,famila,2021,May,7843.069847,45979.87454
Cleaning,famila,2022,May,10800.40049,33808.80319
Cleaning,famila,2023,May,60026.034,154917.5632
Cleaning,famila,2020,June,12382.55852,37859.57014
Cleaning,famila,2021,June,978.4673403,35002.48842
Cleaning,famila,2022,June,3170.222148,58483.60385
Cleaning,famila,2020,July,10591.53791,30853.31426
Cleaning,famila,2021,July,2673.166791,9278.679281
Cleaning,famila,2022,July,8114.149699,23077.86753
Cleaning,famila,2020,August,4885.725886,22215.7812
Cleaning,famila,2021,August,6072.910924,16600.97138
Cleaning,famila,2022,August,3963.464194,16851.69443
Cleaning,famila,2020,September,-1402.044552,19421.00516
Cleaning,famila,2021,September,18380.81514,52010.68662
Cleaning,famila,2022,September,2122.269473,44395.4732
Cleaning,famila,2020,October,9782.211756,53573.51816
Cleaning,famila,2021,October,3375.563797,23064.34388
Cleaning,famila,2022,October,6527.971087,40846.47327
Cleaning,famila,2020,November,4007.127185,35341.99048
Cleaning,famila,2021,November,-12310.4706,3046.559331
Cleaning,famila,2022,November,6585.351671,21820.12906
Cleaning,famila,2020,December,11562.74479,42723.48652
Cleaning,famila,2021,December,8099.278979,19790.49027
Cleaning,famila,2022,December,5070.743702,17523.80448
Laundry Refreshment,famila,2020,January,17795.66012,43560.1979
Laundry Refreshment,famila,2021,January,17255.56684,49913.69154
Laundry Refreshment,famila,2022,January,11371.46255,30730.60603
Laundry Refreshment,famila,2023,January,25765.03303,77937.4131
Laundry Refreshment,famila,2020,February,7178.4271,14928.10992
Laundry Refreshment,famila,2021,February,7755.574517,26521.35809
Laundry Refreshment,famila,2022,February,12829.50807,44935.28268
Laundry Refreshment,famila,2023,February,7966.76043,26170.78636
Laundry Refreshment,famila,2020,March,27038.88128,55582.27496
Laundry Refreshment,famila,2021,March,25222.14395,95727.62663
Laundry Refreshment,famila,2022,March,10431.15364,44190.62903
Laundry Refreshment,famila,2023,March,8234.081708,18210.40542
Laundry Refreshment,famila,2020,April,52893.42677,107814.5109
Laundry Refreshment,famila,2021,April,22069.28798,45185.44855
Laundry Refreshment,famila,2022,April,-29479.34998,3466.701148
Laundry Refreshment,famila,2023,April,-9623.014334,9707.955101
Laundry Refreshment,famila,2020,May,20885.25398,35326.04569
Laundry Refreshment,famila,2021,May,16524.0717,38235.89194
Laundry Refreshment,famila,2022,May,1736.84387,18376.84795
Laundry Refreshment,famila,2023,May,24434.21917,54778.42689
Laundry Refreshment,famila,2020,June,31894.66218,53132.39474
Laundry Refreshment,famila,2021,June,24963.73692,77681.98264
Laundry Refreshment,famila,2022,June,2707.398285,72861.91177
Laundry Refreshment,famila,2020,July,10930.71392,28066.2441
Laundry Refreshment,famila,2021,July,6122.958577,19624.02537
Laundry Refreshment,famila,2022,July,18812.38791,75330.66504
Laundry Refreshment,famila,2020,August,25895.54424,57614.30933
Laundry Refreshment,famila,2021,August,12012.82848,27610.31277
Laundry Refreshment,famila,2022,August,6103.022564,56401.74235
Laundry Refreshment,famila,2020,September,-14049.79738,1411.142112
Laundry Refreshment,famila,2021,September,7673.622013,30614.36407
Laundry Refreshment,famila,2022,September,11360.15807,44494.72383
Laundry Refreshment,famila,2020,October,-58663.26739,-41192.58396
Laundry Refreshment,famila,2021,October,9592.263081,21049.40868
Laundry Refreshment,famila,2022,October,-77863.45631,-42834.64826
Laundry Refreshment,famila,2020,November,40525.76257,91417.68175
Laundry Refreshment,famila,2021,November,-28409.04304,-8956.295315
Laundry Refreshment,famila,2022,November,1134.666051,46995.92718
Laundry Refreshment,famila,2020,December,7839.085175,18054.26248
Laundry Refreshment,famila,2021,December,11395.29436,18326.38631
Laundry Refreshment,famila,2022,December,12940.76949,38819.22691
Laundry Wash,Metro Cash and Carry,2020,January,119344.4026,265829.6567
Laundry Wash,Metro Cash and Carry,2021,January,39868.08562,164984.6135
Laundry Wash,Metro Cash and Carry,2022,January,35722.41368,122686.469
Laundry Wash,Metro Cash and Carry,2023,January,18714.75349,74948.51373
Laundry Wash,Metro Cash and Carry,2020,February,-80737.97228,38900.99209
Laundry Wash,Metro Cash and Carry,2021,February,46154.15031,134702.0818
Laundry Wash,Metro Cash and Carry,2022,February,35925.79378,113861.3062
Laundry Wash,Metro Cash and Carry,2023,February,12705.99286,48594.11381
Laundry Wash,Metro Cash and Carry,2020,March,161244.2062,388034.035
Laundry Wash,Metro Cash and Carry,2021,March,54655.89663,170672.984
Laundry Wash,Metro Cash and Carry,2022,March,58303.65046,166103.7407
Laundry Wash,Metro Cash and Carry,2023,March,26021.77844,77175.43289
Laundry Wash,Metro Cash and Carry,2020,April,117092.4419,305780.9694
Laundry Wash,Metro Cash and Carry,2021,April,44566.79623,108577.6983
Laundry Wash,Metro Cash and Carry,2022,April,40616.07539,120889.9669
Laundry Wash,Metro Cash and Carry,2023,April,23632.06952,60243.96504
Laundry Wash,Metro Cash and Carry,2020,May,115468.5956,246401.9753
Laundry Wash,Metro Cash and Carry,2021,May,60925.45375,139240.3079
Laundry Wash,Metro Cash and Carry,2022,May,32256.64341,88994.79106
Laundry Wash,Metro Cash and Carry,2023,May,43386.59156,128765.0832
Laundry Wash,Metro Cash and Carry,2020,June,262936.619,461000.0478
Laundry Wash,Metro Cash and Carry,2021,June,78068.16601,223414.7365
Laundry Wash,Metro Cash and Carry,2022,June,25981.63263,79176.3531
Laundry Wash,Metro Cash and Carry,2020,July,-27870.92082,110413.6686
Laundry Wash,Metro Cash and Carry,2021,July,63710.11045,185977.3204
Laundry Wash,Metro Cash and Carry,2022,July,1630.372699,49169.12925
Laundry Wash,Metro Cash and Carry,2020,August,60631.45955,178882.0219
Laundry Wash,Metro Cash and Carry,2021,August,64863.44286,145412.2788
Laundry Wash,Metro Cash and Carry,2022,August,-4467.565472,23215.87926
Laundry Wash,Metro Cash and Carry,2020,September,81085.4682,282690.8653
Laundry Wash,Metro Cash and Carry,2021,September,97181.27134,268816.3665
Laundry Wash,Metro Cash and Carry,2022,September,43249.28928,143124.5797
Laundry Wash,Metro Cash and Carry,2020,October,93404.51377,239168.0119
Laundry Wash,Metro Cash and Carry,2021,October,4883.057917,90979.42982
Laundry Wash,Metro Cash and Carry,2022,October,-24588.38857,13636.75509
Laundry Wash,Metro Cash and Carry,2020,November,219008.7648,355591.2458
Laundry Wash,Metro Cash and Carry,2021,November,27344.04,107978.7691
Laundry Wash,Metro Cash and Carry,2022,November,-5699.283411,40911.39721
Laundry Wash,Metro Cash and Carry,2020,December,278293.0555,420623.622
Laundry Wash,Metro Cash and Carry,2021,December,67394.85724,143195.0624
Laundry Wash,Metro Cash and Carry,2022,December,12928.00054,36929.20342
Cleaning,Metro Cash and Carry,2020,January,50152.96803,118421.2066
Cleaning,Metro Cash and Carry,2021,January,37760.83061,88586.81527
Cleaning,Metro Cash and Carry,2022,January,12437.07225,59487.82094
Cleaning,Metro Cash and Carry,2023,January,47689.3262,154248.7682
Cleaning,Metro Cash and Carry,2020,February,26367.29698,126373.5498
Cleaning,Metro Cash and Carry,2021,February,53448.32013,141603.5736
Cleaning,Metro Cash and Carry,2022,February,26006.22039,112701.4097
Cleaning,Metro Cash and Carry,2023,February,29420.56639,113130.0043
Cleaning,Metro Cash and Carry,2020,March,93432.96863,220536.9318
Cleaning,Metro Cash and Carry,2021,March,54393.40436,171645.4008
Cleaning,Metro Cash and Carry,2022,March,62207.87645,215102.0836
Cleaning,Metro Cash and Carry,2023,March,56930.3468,177651.4149
Cleaning,Metro Cash and Carry,2020,April,39862.78815,134856.5639
Cleaning,Metro Cash and Carry,2021,April,34411.89869,86663.17622
Cleaning,Metro Cash and Carry,2022,April,37197.87905,97674.64941
Cleaning,Metro Cash and Carry,2023,April,78081.19013,156589.2289
Cleaning,Metro Cash and Carry,2020,May,50562.91894,99909.37006
Cleaning,Metro Cash and Carry,2021,May,37175.72634,124916.3527
Cleaning,Metro Cash and Carry,2022,May,28071.48833,108923.5866
Cleaning,Metro Cash and Carry,2023,May,92502.91377,202993.1519
Cleaning,Metro Cash and Carry,2020,June,54465.97807,132120.6155
Cleaning,Metro Cash and Carry,2021,June,38021.69574,107280.789
Cleaning,Metro Cash and Carry,2022,June,51518.17735,128916.3779
Cleaning,Metro Cash and Carry,2020,July,-13961.64744,41230.81768
Cleaning,Metro Cash and Carry,2021,July,30368.20723,74893.19946
Cleaning,Metro Cash and Carry,2022,July,36223.50794,141368.2266
Cleaning,Metro Cash and Carry,2020,August,22908.78276,78076.31194
Cleaning,Metro Cash and Carry,2021,August,32792.33445,81555.85706
Cleaning,Metro Cash and Carry,2022,August,34436.06402,151876.0486
Cleaning,Metro Cash and Carry,2020,September,47100.84928,137132.2588
Cleaning,Metro Cash and Carry,2021,September,56716.81245,138606.18
Cleaning,Metro Cash and Carry,2022,September,28216.18133,160475.703
Cleaning,Metro Cash and Carry,2020,October,59378.91412,156268.0703
Cleaning,Metro Cash and Carry,2021,October,11038.55482,54011.98844
Cleaning,Metro Cash and Carry,2022,October,21726.62729,91423.00668
Cleaning,Metro Cash and Carry,2020,November,38806.85799,118076.9123
Cleaning,Metro Cash and Carry,2021,November,-9894.294321,96729.5634
Cleaning,Metro Cash and Carry,2022,November,33630.07868,140531.0959
Cleaning,Metro Cash and Carry,2020,December,120146.5977,232000.6897
Cleaning,Metro Cash and Carry,2021,December,34305.96544,107044.6755
Cleaning,Metro Cash and Carry,2022,December,42358.70631,121435.7869
Laundry Refreshment,Metro Cash and Carry,2020,January,39270.19253,84873.19049
Laundry Refreshment,Metro Cash and Carry,2021,January,14681.20342,29352.39336
Laundry Refreshment,Metro Cash and Carry,2022,January,15865.20968,27830.03092
Laundry Refreshment,Metro Cash and Carry,2023,January,29713.86851,66900.33731
Laundry Refreshment,Metro Cash and Carry,2020,February,30496.67097,71356.47091
Laundry Refreshment,Metro Cash and Carry,2021,February,15418.32625,31007.77882
Laundry Refreshment,Metro Cash and Carry,2022,February,13933.81211,30598.26176
Laundry Refreshment,Metro Cash and Carry,2023,February,122973.6263,306191.9429
Laundry Refreshment,Metro Cash and Carry,2020,March,27202.70469,61884.03123
Laundry Refreshment,Metro Cash and Carry,2021,March,25267.60059,44277.42944
Laundry Refreshment,Metro Cash and Carry,2022,March,22036.46888,47720.20318
Laundry Refreshment,Metro Cash and Carry,2023,March,81917.3986,215513.0918
Laundry Refreshment,Metro Cash and Carry,2020,April,54775.69214,86224.97983
Laundry Refreshment,Metro Cash and Carry,2021,April,20798.49012,35488.5245
Laundry Refreshment,Metro Cash and Carry,2022,April,25030.0274,51657.1585
Laundry Refreshment,Metro Cash and Carry,2023,April,31818.37973,89506.1553
Laundry Refreshment,Metro Cash and Carry,2020,May,21256.82302,38291.2239
Laundry Refreshment,Metro Cash and Carry,2021,May,17346.79627,35991.4972
Laundry Refreshment,Metro Cash and Carry,2022,May,20103.26762,47327.52326
Laundry Refreshment,Metro Cash and Carry,2023,May,65005.90438,163971.1757
Laundry Refreshment,Metro Cash and Carry,2020,June,70327.52345,105803.2704
Laundry Refreshment,Metro Cash and Carry,2021,June,19718.76269,39471.20486
Laundry Refreshment,Metro Cash and Carry,2022,June,27341.43927,53112.33042
Laundry Refreshment,Metro Cash and Carry,2020,July,-98.92875153,13843.30423
Laundry Refreshment,Metro Cash and Carry,2021,July,27264.9963,46385.34937
Laundry Refreshment,Metro Cash and Carry,2022,July,24755.902,59796.8294
Laundry Refreshment,Metro Cash and Carry,2020,August,17481.36169,28822.55918
Laundry Refreshment,Metro Cash and Carry,2021,August,13840.26394,30834.20706
Laundry Refreshment,Metro Cash and Carry,2022,August,23638.74062,54666.95216
Laundry Refreshment,Metro Cash and Carry,2020,September,27836.1453,49069.07613
Laundry Refreshment,Metro Cash and Carry,2021,September,17217.38744,35904.30018
Laundry Refreshment,Metro Cash and Carry,2022,September,16488.12943,44841.02374
Laundry Refreshment,Metro Cash and Carry,2020,October,27068.13012,49939.99086
Laundry Refreshment,Metro Cash and Carry,2021,October,8280.606819,22812.23835
Laundry Refreshment,Metro Cash and Carry,2022,October,15894.63017,43505.7771
Laundry Refreshment,Metro Cash and Carry,2020,November,41074.33087,70956.74713
Laundry Refreshment,Metro Cash and Carry,2021,November,17199.06373,29264.66369
Laundry Refreshment,Metro Cash and Carry,2022,November,11958.39319,37594.11577
Laundry Refreshment,Metro Cash and Carry,2020,December,37962.65415,52115.24397
Laundry Refreshment,Metro Cash and Carry,2021,December,17956.39562,36473.66345
Laundry Refreshment,Metro Cash and Carry,2022,December,4015.328779,40415.06565
Laundry Wash,Edeka,2020,January,135347.8242,342404.4916
Laundry Wash,Edeka,2021,January,101314.1227,259475.998
Laundry Wash,Edeka,2022,January,62826.59711,173258.7962
Laundry Wash,Edeka,2023,January,-9325.093766,9489.381624
Laundry Wash,Edeka,2020,February,32559.28128,110826.2682
Laundry Wash,Edeka,2021,February,84177.02236,184870.915
Laundry Wash,Edeka,2022,February,85837.67488,223822.1889
Laundry Wash,Edeka,2023,February,25159.42339,101351.0714
Laundry Wash,Edeka,2020,March,108407.7864,233415.968
Laundry Wash,Edeka,2021,March,112770.2174,241755.8631
Laundry Wash,Edeka,2022,March,58458.73813,136509.2644
Laundry Wash,Edeka,2023,March,72552.99586,134521.2706
Laundry Wash,Edeka,2020,April,120943.8814,256347.7431
Laundry Wash,Edeka,2021,April,76972.22957,201171.6936
Laundry Wash,Edeka,2022,April,77561.43699,276860.7621
Laundry Wash,Edeka,2023,April,4958.363685,14087.28137
Laundry Wash,Edeka,2020,May,80307.7241,189024.8558
Laundry Wash,Edeka,2021,May,120499.2482,273419.6549
Laundry Wash,Edeka,2022,May,86834.29371,313574.6579
Laundry Wash,Edeka,2023,May,17192.91679,46546.43789
Laundry Wash,Edeka,2020,June,174131.6429,314334.3138
Laundry Wash,Edeka,2021,June,87087.37079,208062.1495
Laundry Wash,Edeka,2022,June,44634.51303,129129.3943
Laundry Wash,Edeka,2020,July,33862.87268,123239.4675
Laundry Wash,Edeka,2021,July,60912.0103,156998.0759
Laundry Wash,Edeka,2022,July,17587.87976,185757.5473
Laundry Wash,Edeka,2020,August,68590.78637,199511.1531
Laundry Wash,Edeka,2021,August,77815.81802,221059.3512
Laundry Wash,Edeka,2022,August,38080.46695,162656.1692
Laundry Wash,Edeka,2020,September,209837.2728,355293.6105
Laundry Wash,Edeka,2021,September,81343.08641,215715.3911
Laundry Wash,Edeka,2022,September,42068.25741,117032.8734
Laundry Wash,Edeka,2020,October,11652.26264,179206.5348
Laundry Wash,Edeka,2021,October,72787.81192,207657.5701
Laundry Wash,Edeka,2022,October,-3806.163132,109627.2485
Laundry Wash,Edeka,2020,November,245665.4485,540891.8959
Laundry Wash,Edeka,2021,November,156063.822,400630.1302
Laundry Wash,Edeka,2022,November,40021.37233,86278.8555
Laundry Wash,Edeka,2020,December,74313.68503,195601.2444
Laundry Wash,Edeka,2021,December,13855.72733,94149.93033
Laundry Wash,Edeka,2022,December,-46272.09269,-41948.7393
Cleaning,Edeka,2020,January,78291.83107,197767.2924
Cleaning,Edeka,2021,January,78466.05868,151200.956
Cleaning,Edeka,2022,January,64765.62458,142895.4057
Cleaning,Edeka,2023,January,-25305.53313,-9514.347958
Cleaning,Edeka,2020,February,32978.55578,120499.7402
Cleaning,Edeka,2021,February,69484.37488,162426.7515
Cleaning,Edeka,2022,February,41147.0736,109494.2517
Cleaning,Edeka,2023,February,40735.69505,191232.7336
Cleaning,Edeka,2020,March,95172.17917,193926.7057
Cleaning,Edeka,2021,March,103809.0052,221410.0072
Cleaning,Edeka,2022,March,52815.34323,133099.4604
Cleaning,Edeka,2023,March,38189.24849,151092.3199
Cleaning,Edeka,2020,April,96451.59124,194316.3666
Cleaning,Edeka,2021,April,56734.79516,154806.3705
Cleaning,Edeka,2022,April,69682.40644,215720.2576
Cleaning,Edeka,2023,April,36990.51631,113893.7364
Cleaning,Edeka,2020,May,90009.37077,178492.7665
Cleaning,Edeka,2021,May,111049.2555,222282.2447
Cleaning,Edeka,2022,May,53140.87407,154605.7594
Cleaning,Edeka,2023,May,43957.28494,114665.22
Cleaning,Edeka,2020,June,126798.2231,215192.2738
Cleaning,Edeka,2021,June,65699.3286,160472.4704
Cleaning,Edeka,2022,June,37452.60568,112928.2035
Cleaning,Edeka,2020,July,42738.20082,112369.5696
Cleaning,Edeka,2021,July,46162.29418,134502.1841
Cleaning,Edeka,2022,July,20886.93697,91250.91741
Cleaning,Edeka,2020,August,58447.30721,129643.4961
Cleaning,Edeka,2021,August,66969.74437,141036.4102
Cleaning,Edeka,2022,August,21082.58997,85410.24325
Cleaning,Edeka,2020,September,150586.3373,245812.0455
Cleaning,Edeka,2021,September,54727.24816,176628.3084
Cleaning,Edeka,2022,September,68560.46373,153386.7959
Cleaning,Edeka,2020,October,-2503.24902,112169.9161
Cleaning,Edeka,2021,October,43626.06741,123941.5817
Cleaning,Edeka,2022,October,2654.59812,62655.36414
Cleaning,Edeka,2020,November,163380.2634,284249.0168
Cleaning,Edeka,2021,November,69276.75925,192848.415
Cleaning,Edeka,2022,November,14943.26888,60507.03595
Cleaning,Edeka,2020,December,55098.65985,127349.5374
Cleaning,Edeka,2021,December,31487.0431,94355.41235
Cleaning,Edeka,2022,December,-37344.56512,-26245.5735
Laundry Refreshment,Edeka,2020,January,48977.38751,145851.3654
Laundry Refreshment,Edeka,2021,January,38142.52241,85657.73659
Laundry Refreshment,Edeka,2022,January,17779.34804,32660.33484
Laundry Refreshment,Edeka,2023,January,8823.298412,21658.54477
Laundry Refreshment,Edeka,2020,February,20124.4532,72345.86015
Laundry Refreshment,Edeka,2021,February,19350.84448,43485.3879
Laundry Refreshment,Edeka,2022,February,44800.48982,90750.86964
Laundry Refreshment,Edeka,2023,February,34776.78137,123016.0052
Laundry Refreshment,Edeka,2020,March,47588.97699,88203.15594
Laundry Refreshment,Edeka,2021,March,44465.68744,87792.27083
Laundry Refreshment,Edeka,2022,March,14678.82792,28384.58181
Laundry Refreshment,Edeka,2023,March,35913.11403,61860.57009
Laundry Refreshment,Edeka,2020,April,43256.4384,88838.92002
Laundry Refreshment,Edeka,2021,April,5543.768274,45809.6341
Laundry Refreshment,Edeka,2022,April,28446.84188,76333.27901
Laundry Refreshment,Edeka,2023,April,6184.056803,14368.21629
Laundry Refreshment,Edeka,2020,May,10959.81555,31740.82038
Laundry Refreshment,Edeka,2021,May,15034.75195,41648.33709
Laundry Refreshment,Edeka,2022,May,18417.35111,50685.26784
Laundry Refreshment,Edeka,2023,May,12917.23328,23893.83112
Laundry Refreshment,Edeka,2020,June,35255.29887,51587.87673
Laundry Refreshment,Edeka,2021,June,38611.68255,80263.16668
Laundry Refreshment,Edeka,2022,June,2988.864181,22068.34799
Laundry Refreshment,Edeka,2020,July,4629.477209,28726.48041
Laundry Refreshment,Edeka,2021,July,12591.16694,25508.59199
Laundry Refreshment,Edeka,2022,July,17266.38506,42780.34113
Laundry Refreshment,Edeka,2020,August,23196.89944,41421.24669
Laundry Refreshment,Edeka,2021,August,36567.76795,75745.72846
Laundry Refreshment,Edeka,2022,August,16223.71117,37826.30947
Laundry Refreshment,Edeka,2020,September,69858.8599,123760.6357
Laundry Refreshment,Edeka,2021,September,19676.50282,36599.10746
Laundry Refreshment,Edeka,2022,September,18880.34104,40523.93484
Laundry Refreshment,Edeka,2020,October,5127.917136,66667.79474
Laundry Refreshment,Edeka,2021,October,11557.44934,43024.37922
Laundry Refreshment,Edeka,2022,October,4943.278742,29965.33896
Laundry Refreshment,Edeka,2020,November,73924.64695,162679.5517
Laundry Refreshment,Edeka,2021,November,28127.44315,68296.43395
